Business Name,VBSC,City,State,Latitude,Longitude,Description,Business Website,Business Model,CSA,Food-Hub,Cooperative,Online (Delivery or Pickup),Legal Structure,Mission Statement,National,Regional,State,County,Produce,Dairy,Meat,Eggs,Seafood,Value-Added/ Dry goods,Preserves/ Honey,Value Claims,Health/Nutrition,Fresh,Local,Sustainable/Environment,Fair,Community,Humane (Animal),AHSF,Education (Consumers),Education (Farmers),Commerce/Economics (Local Economy),Affordability,Transparency,Organic,Accessability,Services Provided ,Market Outlets,# of Producers
"Jack & Jake's, Inc",1,New Orleans,LA,29.949932,-90.070116,"Our mission is to provide high quality, safe & affordable local fresh foods from regional farmers and fishers to schools, universities, hospitals, and underserved communities. Jack & Jake’s works to address the market failures that have resulted in the under-utilization of local farms and seafood producers in the southeastern U.S., an incredibly fertile region that is not adequately reaching the local marketplace. Simultaneously, Jack & Jake’s seeks to improve food safety and health outcomes by addressing food access challenges that contribute to the high level of obesity and diabetes that are prevalent throughout the region. Jack & Jake’s has programmed the space as a unique food market that builds upon New Orleans’ historic tradition of public markets and introduces affordable, fresh food to an underserved population and food desert in Central City. The market will emphasize fresh heirloom vegetables and other local produce, heritage breed meats, cheese, and fresh Gulf seafood. Healthy prepared foods based on New Orleans culture and cuisine are also a focal point where many ingredients are made from scratch inside the market. The market’s diverse local product offerings, in partnership with established vendors, will create a major food destination for local residents and visitors to New Orleans.",http://www.jackandjakes.com,hybrid; farm to consumer; farm to business/institution (online ordering),0,1,0,0,private,,0,1,0,0,1,1,1,0,1,0,0,"""high quality safe and affordable local fresh foods""",1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,food access to food deserts; accept SNAP/WIC,"Schools, restaurants, caterers, grocers, hospitals, and universities",200
Winter Sun Farms,1,New Paltz,NY,41.746497,-74.084489,"Winter Sun Farms partners with local farms to supply great tasting frozen and preserved vegetables and fruit all winter long. When you see the Winter Sun Farms name you know it has been grown locally. How do you know? The primary goal of Winter Sun Farms is to work with small local farms and to distribute our food through membership in a winter CSA (Community Supported Agricultural) program. Members pay in advance for ""winter shares"" which means they will receive monthly shares of produce throughout the winter. By supporting Winter Sun Farms, members get great tasting food which helps keeps local farm families doing what they love, and what our communities need--preserving farmland and livelihoods for generations. Winter Sun Farms started with the simple notion of eating more of the wonderful Hudson Valley bounty all year long. In looking at our food system I decided we could do a much better job. I set out to deliver great food, but to follow some important principles",http://www.wintersunfarms.com/,.,1,0,0,0,.,,0,1,0,0,1,0,0,0,0,0,0,.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.
Farmshed Harvest,1,New Woodstock,NY,42.8484,-75.854359,Can’t get enough information since website is under construction,http://www.farmshedcny.com/harvest/,.,0,1,0,1,.,,0,0,1,0,,,,,,,,.,,,1,1,,,,,,,,,,,,.,.,.
Corbin Hill Food Project,1,New York,NY,40.730599,-73.986581,"The mission of Corbin Hill Food Project is to supply fresh vegetables and fruit where they are needed most. We work with farmers from upstate New York and community groups in New York City to deliver fresh, local produce to Harlem, Washington Heights and the Bronx — and increasingly, other New York City boroughs. We hope that each Corbin Hill Shareholder will reflect on their commitment to being part of a larger socially-driven food justice movement that is inclusive across race and income.  We support a food movement that values the community being in the leadership of such a movement, genuine redistribution of food, and community sovereignty.",http://corbinhillfoodproject.org/,.,1,1,0,1,non-profit,.,0,0,1,0,1,1,1,1,0,1,1,.,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,.,.,.
Greenmarket Co,1,New York,NY,40.730599,-73.986581,"Greenmarket Co. sources from small and mid-sized farms in the Northeast region – most of our product comes from New York State, but we also purchase from farms in New Jersey, Pennsylvania, and Maine. Greenmarket Co.’s suppliers include 300-acre vegetable farms utilizing conventional growing practices, 200-year old fruit orchards utilizing Integrated Pest Management (IPM), small, organic vegetable farms, cooperatively marketed organic grain, and bean farms, egg producers, apiaries, and dairies.  In the winter and early spring, Co. also purchases select products farms in other regions of the country whose practices align with our missions and values: small and mid-sized diversified farms that practice good land stewardship. This ensures that we can continue to provide access to healthy foods in underserved communities all year round, keeps our program staff employed and increases the viability of our program, and helps us move even more food from local farms",http://www.greenmarketco.org/,food retailers,0,1,0,0,non-profit,,0,0,1,0,1,0,0,0,0,1,1,.,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,.,.,.
Green Mountain Farm Direct,1,Newport,VT,44.935837,-72.204462,"A lot of producers with many production practices but no inclusion/exclusion. “Green Mountain Farm Direct is a regional food distribution system that provides Vermont farm products to schools and other institutions. Through easy ordering and coordinated delivery, these purchases strengthen our local economy, provide Vermonters with healthy, fresh food, and build lasting relationships in our communities",http://www.greenmountainfarmdirect.org/,.,0,1,0,1,.,,0,0,1,0,1,1,1,1,0,1,0,.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.
Irv & Shelly's Fresh Picks,1,Niles,IL,42.028932,-87.812235,"Our mission is to make great healthy foods available to everyone by supporting our local farms. We are committed to bringing you the freshest organic and natural foods in the most sustainable way. We make healthy food deliveries to homes and businesses all year-round. You get to choose from the best organic produce, grass-fed meats, farm fresh eggs & dairy, baked goods, seasonal boxes and other tasty grocery items. Our mission is to make it easy to get great local food by rebuilding the connection between urban areas like Chicago & Milwaukee and surrounding farms. From growing the supply of organic food from small farms, to our efficient packing and delivery operation, we are committed to bringing you the freshest food in the most sustainable way.",https://www.freshpicks.com/,.,0,1,0,1,.,,0,1,0,0,1,1,1,1,1,1,1,.,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,.,.,.
Azuluna,1,North Grafton,MA,42.233428,-71.707847,"Listed it as a food-hub but don’t know how closely it operates as an aggregator or distributor because not enough information, but does act as a collaborator and means for egg and meat producers to find retail outlets. Not many values attached to products except “old-fashion” way or “artisan” and humane treatment of animals. ",http://azulunabrands.com/Contacts/Contacts.html,producer program; distributor,0,1,0,0,LLC,,0,1,0,0,0,0,1,1,0,0,0,.,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,research and test market farming concepts for producers; distribution to retail stores,.,.
Black River Produce,1,North Springfield,VT,43.332852,-72.525368,Attempts to whole/distribute many different local and non-local food products to businesses in New England.  Main value would be sourcing and delivering from many different farms… Parent Company called Black River Produce who also owns Black River Meats and takes regional approach to distribution.,http://www.blackriverproduce.com,wholesaler,0,1,0,1,private,,0,1,0,0,1,1,1,0,1,1,0,"local, all natural; “cream-of-the-crop” of newly harvested items from the worlds best growing regions",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,online ordering,.,.
Crown O' Maine Organic Cooperative,1,North Vassalboro,ME,44.486178,-69.622544,"Access and Affordability: Local Foods on the Maine Table. Crown O’ Maine Organic Cooperative (COMOC) brings you the goodness of things Maine grown, gathered, and produced. As we look around the Maine landscape we see the need to take the steps to improve access to local foods at affordable prices. The link COMOC is trying to forge is improved access to affordable local foods state wide.",http://www.crownofmainecoop.com/,.,0,1,1,1,cooperative,,0,0,1,0,1,0,0,0,1,0,0,.,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,.,.,.
Mandela Marketplace,1,Oakland,CA,37.804456,-122.271356,"Mandela Foods is a worker-owned, full-service retail grocery store and nutrition education center in West Oakland that fosters economic empowerment and community health. A catalyst for change, Mandela Foods seeks to transform the neighborhood into a dynamic, healthy, and prosperous community for the benefit of residents, employees, commuters, and local farmers. Mandela Foods Cooperative is one component of Mandela Marketplace's Food Enterprise Network that builds a local food system and entrepreneurship opportunity for residents in West Oakland, and establishes a model to catalyze a local food economy within the inner-city. Mandela MarketPlace is a non-profit organization that works in partnership with local residents, family farmers, and community-based businesses to improve health, create wealth, and build assets through cooperative food enterprises in low income communities",http://www.mandelamarketplace.org/#!madelafoods/cs4q,.,0,1,0,0,non-profit,,0,0,0,1,1,0,0,0,0,1,0,.,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,.,.,.
Phat Beets Produce,1,Oakland,CA,37.804456,-122.271356,"A lot of intangible values but nit really VBSC. Phat Beets Produce aims to create a healthier, more equitable food system in North Oakland through providing affordable access to fresh produce, facilitating youth leadership in health and nutrition education, and connecting small farmers to urban communities via the creation of farm stands, farmers’ markets, and urban youth market gardens",http://www.phatbeetsproduce.org/,.,1,0,0,0,.,,0,0,0,1,1,0,0,0,0,0,0,.,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,.,.,.
"Garrett Growers Cooperative, LLC",1,Oakland,MD,39.407875,-79.406712,"No inclusion/exclusion. We are a small farmer cooperative selling local, fresh produce to restaurants, grocers, and through our new weekly Veggie Box subscriptions (CSA) delivered to homes and businesses. Garrett Growers is legally incorporated as a producer’s cooperative (Co-op), which means that the business is owned by the farmers it serves.  We’re democratically controlled 100% by farmers; we have officers and a Board of Directors who are farmers.  Co-op operating expenses are paid out of regular commissions on sales, and any profits at the end of the year are distributed according to the growers’ wishes. The economic goal of the Co-op is service at cost to growers. None of our farmers are certified organic.  Our farmers comply with all laws and regulations regarding the limited use of pesticides on food crops.  We all care about our land.  Our families help us in the fields, and we would not do anything that would jeopardize their health.",http://www.garrettgrowers.com/,.,1,0,1,1,LLC,,0,0,1,0,1,0,0,0,0,0,0,.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.
